11,1,1,6300,17.34,0,1
1,1,2,6300,17.94,0,1
1,1,3,6300,18.95,0,1
1,1,4,6300,20.16,0,1
1,1,5,6300,20.36,0,1
1,1,6,6300,20.36,0,1
1,1,7,6300,16.73,0,1
1,1,8,6300,14.92,0,1
1,1,9,6300,13.71,0,1
1,1,10,6300,14.11,0,1
1,1,11,6300,11.69,0,1
1,1,12,6300,12.1,0,1
1,1,13,6300,12.7,0,1
1,2,1,6300,16.33,0,1
1,2,2,6300,18.95,0,1
1,2,3,6300,19.96,0,1
1,2,4,6300,19.96,0,1
1,2,5,6300,19.96,0,1
1,2,6,6300,19.35,0,1
1,2,7,6300,17.94,0,1
1,2,8,6300,16.13,0,1
1,2,9,6300,15.32,0,1
1,2,10,6300,17.54,0,1
1,2,11,6300,14.52,0,1
1,2,12,6300,11.69,0,1
1,2,13,6300,10.48,0,1
1,3,1,6300,15.52,0,1
1,3,2,6300,18.35,0,1
1,3,3,6300,18.95,0,1
1,3,4,6300,19.35,0,1
1,3,5,6300,19.56,0,1
1,3,6,6300,18.35,0,1
1,3,7,6300,15.72,0,1
1,3,8,6300,14.72,0,1
1,3,9,6300,12.9,0,1
1,3,10,6300,13.91,0,1
1,3,11,6300,14.52,0,1
1,3,12,6300,13.91,0,1
1,3,13,6300,12.1,0,1
1,4,1,6300,17.74,0,1
1,4,2,6300,18.14,0,1
1,4,3,6300,18.14,0,1
1,4,4,6300,17.34,0,1
1,4,5,6300,17.34,0,1
1,4,6,6300,17.74,0,1
1,4,7,6300,16.53,0,1
1,4,8,6300,16.93,0,1
1,4,9,6300,14.52,0,1
1,4,10,6300,15.32,0,1
1,4,11,6300,13.51,0,1
1,4,12,6300,13.31,0,1
1,4,13,6300,12.9,0,1
1,5,1,6300,15.52,0,1
1,5,2,6300,16.73,0,1
1,5,3,6300,17.14,0,1
1,5,4,6300,17.14,0,1
1,5,5,6300,16.53,0,1
1,5,6,6300,17.94,0,1
1,5,7,6300,15.93,0,1
1,5,8,6300,15.72,0,1
1,5,9,6300,13.71,0,1
1,5,10,6300,11.49,0,1
1,5,11,6300,9.27,0,1
1,5,12,6300,10.08,0,1
1,5,13,6300,10.89,0,1
1,6,1,6300,16.93,0,1
1,6,2,6300,16.33,0,1
1,6,3,6300,16.53,0,1
1,6,4,6300,15.52,0,1
1,6,5,6300,16.13,0,1
1,6,6,6300,16.33,0,1
1,6,7,6300,15.52,0,1
1,6,8,6300,13.71,0,1
1,6,9,6300,12.3,0,1
1,6,10,6300,9.68,0,1
1,6,11,6300,8.06,0,1
1,6,12,6300,7.46,0,1
1,6,13,6300,7.46,0,1
1,7,1,6300,15.93,0,1
1,7,2,6300,16.53,0,1
1,7,3,6300,16.13,0,1
1,7,4,6300,14.92,0,1
1,7,5,6300,15.12,0,1
1,7,6,6300,14.72,0,1
1,7,7,6300,14.11,0,1
1,7,8,6300,11.09,0,1
1,7,9,6300,9.27,0,1
1,7,10,6300,7.86,0,1
1,7,11,6300,6.45,0,1
1,7,12,6300,6.45,0,1
1,7,13,6300,6.85,0,1
1,8,1,6300,15.32,0,1
1,8,2,6300,15.52,0,1
1,8,3,6300,16.53,0,1
1,8,4,6300,14.52,0,1
1,8,5,6300,12.9,0,1
1,8,6,6300,12.9,0,1
1,8,7,6300,11.89,0,1
1,8,8,6300,11.09,0,1
1,8,9,6300,8.87,0,1
1,8,10,6300,6.65,0,1
1,8,11,6300,6.25,0,1
1,8,12,6300,6.25,0,1
1,8,13,6300,6.25,0,1
1,9,1,6300,15.32,0,1
1,9,2,6300,16.13,0,1
1,9,3,6300,15.93,0,1
1,9,4,6300,14.72,0,1
1,9,5,6300,13.31,0,1
1,9,6,6300,11.69,0,1
1,9,7,6300,11.29,0,1
1,9,8,6300,10.08,0,1
1,9,9,6300,7.86,0,1
1,9,10,6300,7.46,0,1
1,9,11,6300,6.45,0,1
1,9,12,6300,6.45,0,1
1,9,13,6300,6.45,0,1
1,10,1,6300,13.51,0,1
1,10,2,6300,13.91,0,1
1,10,3,6300,13.71,0,1
1,10,4,6300,13.31,0,1
1,10,5,6300,11.49,0,1
1,10,6,6300,10.48,0,1
1,10,7,6300,10.48,0,1
1,10,8,6300,8.87,0,1
1,10,9,6300,7.46,0,1
1,10,10,6300,7.46,0,1
1,10,11,6300,6.65,0,1
1,10,12,6300,6.45,0,1
1,10,13,6300,6.45,0,1
1,11,1,6300,12.9,0,1
1,11,2,6300,13.71,0,1
1,11,3,6300,12.7,0,1
1,11,4,6300,11.49,0,1
1,11,5,6300,11.29,0,1
1,11,6,6300,10.08,0,1
1,11,7,6300,9.88,0,1
1,11,8,6300,8.06,0,1
1,11,9,6300,7.46,0,1
1,11,10,6300,7.46,0,1
1,11,11,6300,6.45,0,1
1,11,12,6300,6.45,0,1
1,11,13,6300,6.45,0,1
1,12,1,6300,12.7,0,1
1,12,2,6300,13.71,0,1
1,12,3,6300,13.1,0,1
1,12,4,6300,11.89,0,1
1,12,5,6300,10.89,0,1
1,12,6,6300,9.07,0,1
1,12,7,6300,8.67,0,1
1,12,8,6300,9.48,0,1
1,12,9,6300,7.86,0,1
1,12,10,6300,6.45,0,1
1,12,11,6300,5.85,0,1
1,12,12,6300,6.65,0,1
1,12,13,6300,6.45,0,1
1,13,1,6300,12.7,0,1
1,13,2,6300,13.1,0,1
1,13,3,6300,12.9,0,1
1,13,4,6300,12.1,0,1
1,13,5,6300,11.09,0,1
1,13,6,6300,9.27,0,1
1,13,7,6300,8.47,0,1
1,13,8,6300,7.86,0,1
1,13,9,6300,7.06,0,1
1,13,10,6300,6.65,0,1
1,13,11,6300,5.85,0,1
1,13,12,6300,6.45,0,1
1,13,13,6300,6.45,0,1
1,14,1,6300,10.08,0,1
1,14,2,6300,11.29,0,1
1,14,3,6300,11.29,0,1
1,14,4,6300,11.29,0,1
1,14,5,6300,11.09,0,1
1,14,6,6300,9.88,0,1
1,14,7,6300,8.47,0,1
1,14,8,6300,6.45,0,1
1,14,9,6300,6.05,0,1
1,14,10,6300,6.25,0,1
1,14,11,6300,6.05,0,1
1,14,12,6300,6.25,0,1
1,14,13,6300,6.45,0,1
1,15,1,6300,8.87,0,1
1,15,2,6300,9.48,0,1
1,15,3,6300,9.48,0,1
1,15,4,6300,8.87,0,1
1,15,5,6300,7.66,0,1
1,15,6,6300,7.86,0,1
1,15,7,6300,8.06,0,1
1,15,8,6300,6.45,0,1
1,15,9,6300,6.25,0,1
1,15,10,6300,6.45,0,1
1,15,11,6300,5.64,0,1
1,15,12,6300,5.64,0,1
1,15,13,6300,6.65,0,1
1,16,1,6300,10.48,0,1
1,16,2,6300,11.49,0,1
1,16,3,6300,10.48,0,1
1,16,4,6300,11.49,0,1
1,16,5,6300,9.68,0,1
1,16,6,6300,8.47,0,1
1,16,7,6300,8.47,0,1
1,16,8,6300,6.45,0,1
1,16,9,6300,6.25,0,1
1,16,10,6300,5.64,0,1
1,16,11,6300,5.85,0,1
1,16,12,6300,6.25,0,1
1,16,13,6300,6.65,0,1
1,17,1,6300,12.1,0,1
1,17,2,6300,12.3,0,1
1,17,3,6300,12.1,0,1
1,17,4,6300,11.49,0,1
1,17,5,6300,14.11,0,1
1,17,6,6300,14.52,0,1
1,17,7,6300,10.68,0,1
1,17,8,6300,8.06,0,1
1,17,9,6300,6.45,0,1
1,17,10,6300,6.05,0,1
1,17,11,6300,5.85,0,1
1,17,12,6300,6.25,0,1
1,17,13,6300,6.85,0,1
1,18,1,6300,11.09,0,1
1,18,2,6300,11.09,0,1
1,18,3,6300,11.09,0,1
1,18,4,6300,10.48,0,1
1,18,5,6300,14.72,0,1
1,18,6,6300,15.32,0,1
1,18,7,6300,13.51,0,1
